Time,40K plat,4K cyl,40K shield,ivc
1724398914.0795298,298.3717,299.8892,299.3028,299.704
1724398915.9104545,298.3725,299.8866,299.3035,299.7043
1724398917.738855,298.3713,299.889,299.303,299.7046
1724398919.5770366,298.3711,299.8878,299.3026,299.7044
1724398921.406524,298.3711,299.8888,299.303,299.7044
1724398923.2437959,298.3719,299.888,299.3035,299.704
1724398925.0784383,298.3711,299.8881,299.3034,299.7036
1724398926.9154818,298.371,299.8885,299.3032,299.7047
1724398928.7509167,298.3712,299.8883,299.3034,299.7044
1724398930.57119,298.3718,299.8881,299.3032,299.7046
1724398932.4006803,298.371,299.8881,299.3033,299.7048
1724398934.2331245,298.3711,299.8876,299.3033,299.7041
1724398936.0638309,298.3708,299.8874,299.3032,299.7048
1724398937.8967652,298.371,299.8894,299.3026,299.7043
1724398939.7225122,298.37,299.8874,299.3031,299.7044
1724398941.5545683,298.3711,299.8887,299.3035,299.7049
1724398943.3889897,298.3695,299.8886,299.3031,299.7038
1724398945.2091146,298.3717,299.8887,299.3032,299.7045
1724398947.0285943,298.3695,299.8881,299.3034,299.7041
1724398948.8633285,298.37,299.8885,299.3032,299.7039
1724398950.6948571,298.3704,299.8891,299.3033,299.7044
1724398952.526434,298.3716,299.8888,299.3034,299.704
1724398954.359762,298.3691,299.8879,299.3031,299.7045
1724398956.1930032,298.3715,299.8865,299.3034,299.7045
1724398958.0256197,298.3727,299.8884,299.3034,299.7044
1724398959.8580525,298.3722,299.8898,299.3036,299.7041
1724398961.688516,298.3719,299.8889,299.3028,299.7043
1724398963.5336895,298.3721,299.889,299.3028,299.7041
1724398965.3623745,298.3719,299.8883,299.3038,299.7044
1724398967.1980057,298.3694,299.887,299.3031,299.7048
1724398969.033966,298.3729,299.8888,299.3037,299.7041
1724398970.8784885,298.3702,299.8872,299.3032,299.7045
1724398972.7047646,298.3699,299.8904,299.3035,299.7042
1724398974.5439122,298.3704,299.8892,299.303,299.7052
1724398976.3681095,298.3718,299.8872,299.3031,299.7045
1724398978.2067668,298.3727,299.8887,299.3037,299.7044
1724398980.045182,298.3706,299.8887,299.3042,299.705
1724398981.8652773,298.3715,299.8887,299.3035,299.7048
1724398983.6922078,298.3704,299.8881,299.3042,299.705
1724398985.5094056,298.3717,299.8883,299.3032,299.7041
1724398987.3461065,298.371,299.8878,299.3037,299.7043
1724398989.1772187,298.3709,299.8894,299.3031,299.7039
1724398990.9973457,298.3706,299.8887,299.3038,299.7048
1724398992.8123713,298.3721,299.8892,299.3038,299.7045
1724398994.6423733,298.3728,299.8885,299.304,299.7049
1724398996.4671302,298.3707,299.8876,299.3029,299.705
1724398998.2974522,298.3724,299.8895,299.3032,299.7051
1724399000.1224837,298.3705,299.887,299.3033,299.7049
1724399001.9510493,298.372,299.8891,299.304,299.7049
1724399003.767274,298.3697,299.8885,299.3037,299.7046
1724399005.6010795,298.3719,299.8888,299.3035,299.7047
1724399007.4189343,298.3702,299.8893,299.3031,299.705
1724399009.2353861,298.372,299.8903,299.3037,299.7048
1724399011.05279,298.371,299.8889,299.3046,299.7052
1724399012.8693125,298.3714,299.8888,299.3036,299.7051
1724399014.6856172,298.3701,299.8872,299.3038,299.7044
1724399016.504131,298.3714,299.8879,299.3036,299.7053
1724399018.3223498,298.3706,299.8869,299.3036,299.7051
1724399020.1498566,298.3726,299.89,299.3034,299.7054
1724399021.9872985,298.3723,299.8875,299.3034,299.7047
1724399023.8024058,298.3722,299.8887,299.3037,299.7049
1724399025.6294363,298.3724,299.8899,299.3038,299.7047
1724399027.4658835,298.3709,299.8894,299.3033,299.7046
1724399029.3045948,298.3704,299.888,299.3037,299.705
1724399031.1519706,298.3721,299.8898,299.3038,299.7053
1724399032.9834075,298.3696,299.8883,299.304,299.7041
1724399034.8140185,298.3727,299.8881,299.3038,299.7044
1724399036.6540895,298.3707,299.8868,299.3037,299.7053
1724399038.4802318,298.3722,299.8891,299.3043,299.7056
1724399040.3016846,298.3703,299.8866,299.3041,299.7045
1724399042.140022,298.3716,299.8888,299.3037,299.7043
1724399043.9692776,298.372,299.8885,299.3038,299.7049
1724399045.8048873,298.3706,299.8895,299.3032,299.7043
1724399047.6361217,298.3725,299.8887,299.3038,299.7049
1724399049.4690902,298.3724,299.889,299.3043,299.7052
1724399051.299105,298.3717,299.8888,299.3036,299.7052
1724399053.1361263,298.3712,299.8881,299.3035,299.7048
1724399054.9780035,298.3719,299.8887,299.3033,299.7053
1724399056.8140318,298.37,299.8895,299.3045,299.7048
1724399058.645914,298.3716,299.889,299.3035,299.7043
1724399060.4723678,298.3713,299.8895,299.3036,299.7046
1724399062.3039882,298.3724,299.8894,299.304,299.7055
1724399064.1334076,298.3701,299.889,299.3043,299.7055
1724399065.9561267,298.3713,299.8883,299.304,299.7052
1724399067.7864532,298.3728,299.8881,299.3038,299.7053
1724399069.6242008,298.3711,299.889,299.3035,299.7055
1724399071.456742,298.3707,299.89,299.3038,299.7051
1724399073.2723122,298.3713,299.8887,299.3041,299.7049
1724399075.110689,298.3723,299.8895,299.3041,299.7048
1724399076.9404206,298.3715,299.8866,299.3042,299.705
1724399078.7562413,298.372,299.8894,299.3034,299.7048
1724399080.5892692,298.371,299.8894,299.3041,299.7048
1724399082.4229333,298.3729,299.8891,299.3038,299.7049
1724399084.25736,298.3713,299.8889,299.3037,299.7052
1724399086.0865538,298.3728,299.8892,299.3039,299.7048
1724399087.9167058,298.3728,299.8895,299.3042,299.7054
1724399089.7476034,298.3718,299.8873,299.3035,299.7048
1724399091.5779684,298.3731,299.889,299.3043,299.7054
1724399093.4129376,298.3722,299.8887,299.3039,299.705
1724399095.243196,298.3705,299.8871,299.304,299.7051
1724399097.0762684,298.372,299.8887,299.3045,299.7054
1724399098.9043188,298.3709,299.8879,299.3038,299.7049
1724399100.7303112,298.3715,299.8889,299.3045,299.7053
1724399102.5708935,298.3735,299.8892,299.3038,299.7051
1724399104.40495,298.3725,299.8892,299.3037,299.7053
1724399106.240543,298.372,299.8887,299.3033,299.706
1724399108.0736015,298.3722,299.8894,299.304,299.7055
1724399109.9051034,298.3727,299.8896,299.3044,299.7048
1724399111.7335665,298.3733,299.8898,299.3041,299.705
1724399113.556778,298.3718,299.8894,299.3045,299.7053
1724399115.3986914,298.3724,299.8882,299.3042,299.7048
1724399117.215895,298.3718,299.8896,299.304,299.7053
1724399119.0367324,298.3709,299.8878,299.3041,299.7053
1724399120.869652,298.3725,299.8893,299.304,299.7048
1724399122.718777,298.3723,299.8883,299.3032,299.7056
1724399124.5489278,298.3717,299.889,299.3038,299.7051
1724399126.3711147,298.3716,299.8895,299.3038,299.7059
1724399128.2077782,298.3712,299.8887,299.3043,299.7055
1724399130.0269558,298.3714,299.8885,299.3036,299.7045
1724399131.8554487,298.3707,299.889,299.3032,299.7048
1724399133.6883664,298.372,299.8893,299.3043,299.7057
1724399135.5212831,298.3718,299.8897,299.3038,299.7053
1724399137.3533652,298.3716,299.8894,299.3039,299.7052
1724399139.177761,298.3713,299.8895,299.3041,299.7056
1724399140.9996762,298.3693,299.8898,299.3041,299.7052
1724399142.8280175,298.3728,299.8878,299.3044,299.7057
1724399144.6576467,298.3715,299.8877,299.3042,299.7058
1724399146.4745924,298.3727,299.8905,299.304,299.7054
1724399148.305707,298.372,299.8889,299.3038,299.7044
1724399150.1404169,298.3727,299.8872,299.3036,299.7055
1724399151.9726195,298.3723,299.8888,299.3035,299.7051
1724399153.8076937,298.3713,299.8883,299.304,299.7058
1724399155.64798,298.3729,299.8895,299.3043,299.7055
1724399157.47722,298.3697,299.8908,299.3044,299.7052
1724399159.312244,298.3731,299.8885,299.3044,299.7055
1724399161.1325705,298.373,299.8901,299.304,299.7057
1724399162.967994,298.3724,299.8894,299.3044,299.7052
1724399164.798272,298.3732,299.8904,299.3046,299.7052
1724399166.6319456,298.3723,299.8876,299.3047,299.7058
1724399168.4602342,298.3726,299.889,299.3042,299.7059
1724399170.2932088,298.3732,299.8883,299.304,299.7058
1724399172.120401,298.372,299.8895,299.3034,299.7059
1724399173.9545462,298.3713,299.8896,299.3045,299.7048
1724399175.787289,298.3724,299.8897,299.3043,299.7051
1724399177.618846,298.3729,299.8877,299.3049,299.7062
1724399179.4538653,298.3711,299.8878,299.3043,299.7051
1724399181.2858617,298.3708,299.8897,299.3045,299.7055
1724399183.1113746,298.3727,299.8894,299.3043,299.7052
1724399184.946257,298.3718,299.887,299.3049,299.7057
1724399186.7724571,298.3738,299.8888,299.3043,299.7055
1724399188.6065853,298.3721,299.8886,299.3043,299.7055
1724399190.4265957,298.3715,299.889,299.3038,299.7055
1724399192.2597299,298.3734,299.8876,299.3048,299.7055
1724399194.0889204,298.3728,299.8892,299.304,299.7057
1724399195.9113882,298.3719,299.8897,299.3045,299.7054
1724399197.7613747,298.3709,299.8903,299.3047,299.7054
1724399199.5966196,298.3708,299.8895,299.3038,299.7052
1724399201.4238899,298.3735,299.8891,299.3045,299.7056
1724399203.2558382,298.3729,299.8887,299.3045,299.7058
1724399205.085081,298.3731,299.8895,299.3041,299.7061
1724399206.9086573,298.3716,299.8891,299.3043,299.7055
1724399208.7428813,298.3727,299.8901,299.3048,299.7068
1724399210.5770955,298.3727,299.8895,299.3049,299.7051
1724399212.4095473,298.3717,299.8878,299.3048,299.7052
1724399214.2410495,298.3728,299.889,299.3049,299.7061
1724399216.0820754,298.3731,299.8912,299.3043,299.7056
1724399217.9145057,298.3739,299.8894,299.3048,299.7061
1724399219.7527387,298.3726,299.89,299.3047,299.7062
1724399221.583413,298.3731,299.8893,299.3048,299.706
1724399223.4124842,298.3722,299.8876,299.305,299.7061
1724399225.2453804,298.3733,299.8903,299.3043,299.7054
1724399227.0801036,298.372,299.8901,299.304,299.7059
1724399228.9114268,298.3732,299.8883,299.3045,299.7067
1724399230.7485526,298.371,299.8896,299.3043,299.706
1724399232.59541,298.3743,299.8881,299.3046,299.7061
1724399234.423168,298.3738,299.8896,299.3045,299.7054
1724399236.2573853,298.3727,299.8899,299.3047,299.7056
1724399238.090976,298.3722,299.8885,299.3047,299.7063
1724399239.9160638,298.3713,299.8879,299.3045,299.7061
1724399241.7504504,298.3734,299.8901,299.3036,299.7059
1724399243.585498,298.3724,299.8896,299.3051,299.7058
1724399245.4219623,298.3733,299.8901,299.3043,299.706
1724399247.2458956,298.3725,299.8906,299.3043,299.7059
1724399249.0801787,298.372,299.8897,299.3044,299.7054
1724399250.899596,298.3733,299.888,299.3042,299.7061
1724399252.7266738,298.3722,299.8899,299.3051,299.7062
1724399254.5593529,298.3715,299.8884,299.3045,299.7058
1724399256.3933346,298.3716,299.8902,299.3044,299.7053
1724399258.2281857,298.3732,299.8897,299.304,299.706
1724399260.0695608,298.3725,299.8895,299.3049,299.7065
1724399261.904657,298.3738,299.8896,299.3048,299.7055
1724399263.7366197,298.3725,299.8891,299.3044,299.7061
1724399265.5731385,298.3721,299.8883,299.3048,299.7066
1724399267.4105554,298.374,299.8897,299.305,299.7056
1724399269.2418156,298.3738,299.8894,299.3052,299.7061
1724399271.0653813,298.372,299.8881,299.3054,299.7062
1724399272.8979228,298.3728,299.8907,299.3047,299.7066
1724399274.7332036,298.3731,299.8889,299.3045,299.7066
1724399276.5624707,298.3746,299.8898,299.3049,299.706
1724399278.3925385,298.3738,299.89,299.3042,299.7063
1724399280.2225587,298.3732,299.889,299.305,299.706
1724399282.0549703,298.3737,299.8898,299.3052,299.7055
1724399283.8940265,298.3731,299.8894,299.3043,299.7063
1724399285.7240655,298.3731,299.8908,299.3048,299.7062
1724399287.5449255,298.3737,299.8904,299.3053,299.7069
1724399289.3842165,298.3738,299.8905,299.3045,299.7061
1724399291.2156253,298.3732,299.8887,299.3046,299.7062
1724399293.048041,298.3731,299.889,299.3049,299.7067
1724399294.878805,298.3722,299.8902,299.3047,299.7062
1724399296.717333,298.3742,299.8912,299.3049,299.7057
1724399298.5526643,298.3716,299.8905,299.3048,299.7061
1724399300.392366,298.3713,299.8898,299.3049,299.7058
1724399302.2226932,298.3722,299.8898,299.305,299.7066
1724399304.053609,298.3728,299.889,299.3044,299.7063
1724399305.8831336,298.3735,299.8894,299.3038,299.7068
1724399307.7165368,298.3718,299.89,299.3045,299.7063
1724399309.5467713,298.3742,299.8911,299.3047,299.7063
1724399311.380617,298.3735,299.8893,299.3041,299.7061
1724399313.2051082,298.3733,299.8909,299.3051,299.7065
1724399315.0391557,298.3737,299.8901,299.3043,299.7069
1724399316.8689682,298.3741,299.8902,299.3048,299.7066
1724399318.7091832,298.3734,299.8901,299.3046,299.7062
1724399320.5413818,298.3744,299.8905,299.3049,299.7066
1724399322.370038,298.3714,299.8898,299.3053,299.7066
1724399324.199665,298.3743,299.8897,299.3054,299.7066
1724399326.031023,298.3735,299.8903,299.3056,299.706
1724399327.861262,298.3719,299.8912,299.3047,299.706
1724399329.6916416,298.3735,299.8901,299.3049,299.7066
1724399331.5215187,298.3737,299.8899,299.3048,299.7064
1724399333.352855,298.3741,299.8907,299.3045,299.7072
1724399335.180042,298.3739,299.8911,299.3052,299.7066
1724399337.009634,298.3741,299.8908,299.3046,299.7068
1724399338.8399987,298.374,299.8909,299.3046,299.7063
1724399340.660398,298.3724,299.8903,299.3049,299.7059
1724399342.5019002,298.373,299.8892,299.3054,299.7063
1724399344.3361018,298.3732,299.8903,299.3053,299.7069
1724399346.1638896,298.3731,299.889,299.3045,299.7057
1724399347.9994507,298.3746,299.8915,299.3052,299.7066
1724399349.8352609,298.3747,299.8904,299.3053,299.7059
1724399351.6642568,298.3733,299.8906,299.3058,299.7064
1724399353.4923265,298.3723,299.8899,299.3046,299.7059
1724399355.323645,298.3729,299.8902,299.3056,299.707
1724399357.1555204,298.3747,299.8902,299.3053,299.7066
1724399358.9771845,298.3737,299.8919,299.3047,299.707
1724399360.8124106,298.3722,299.8899,299.3049,299.7069
1724399362.6469245,298.3727,299.89,299.3056,299.7068
1724399364.4780645,298.3738,299.8914,299.3051,299.7069
1724399366.3092973,298.3743,299.8902,299.3049,299.7062
1724399368.1310794,298.3733,299.8905,299.3045,299.7071
1724399369.968859,298.3731,299.889,299.3053,299.7069
1724399371.8010228,298.3739,299.889,299.3057,299.707
1724399373.6385632,298.3739,299.8891,299.3054,299.7062
1724399375.4681995,298.3733,299.8891,299.3051,299.7069
1724399377.3018682,298.3739,299.8905,299.3051,299.7066
1724399379.1409116,298.3738,299.8903,299.3051,299.7065
1724399380.963925,298.3736,299.8894,299.3052,299.7066
1724399382.7960393,298.3735,299.891,299.3053,299.7065
1724399384.628602,298.3726,299.8893,299.3049,299.7068
1724399386.4573324,298.374,299.8898,299.3048,299.7068
1724399388.291325,298.3729,299.8902,299.3052,299.7063
1724399390.122273,298.3741,299.8904,299.305,299.7068
1724399391.9433522,298.3732,299.8905,299.3053,299.707
1724399393.7736607,298.3737,299.8887,299.3055,299.7071
1724399395.611211,298.3735,299.89,299.3055,299.7071
1724399397.4407253,298.3749,299.8909,299.3058,299.707
1724399399.2863178,298.3741,299.8882,299.305,299.707
1724399401.119693,298.3732,299.8893,299.3048,299.7066
1724399402.9523678,298.375,299.8891,299.3056,299.707
1724399404.786449,298.3742,299.8912,299.3056,299.7063
1724399406.6204355,298.3737,299.8905,299.3054,299.707
1724399408.4537754,298.3746,299.8908,299.3051,299.7064
1724399410.2781427,298.3757,299.8889,299.3056,299.7069
1724399412.1112208,298.3731,299.8899,299.3057,299.7068
1724399413.9544618,298.3742,299.8898,299.3049,299.7066
1724399415.7907152,298.3738,299.8901,299.3052,299.7066
1724399417.618236,298.3731,299.8903,299.3047,299.7075
1724399419.4430985,298.3747,299.8901,299.3054,299.7069
1724399421.278164,298.373,299.8895,299.3041,299.7072
1724399423.1122127,298.3744,299.8898,299.3051,299.7075
1724399424.9432006,298.3742,299.8901,299.3052,299.7063
1724399426.7739522,298.3741,299.8902,299.3052,299.7071
1724399428.609074,298.3726,299.89,299.3052,299.7073
1724399430.4301827,298.375,299.8907,299.3053,299.7074
1724399432.2610376,298.3751,299.8915,299.3054,299.7065
1724399434.099172,298.3737,299.8911,299.3053,299.7068
1724399435.9167078,298.3739,299.89,299.3053,299.707
1724399437.7577422,298.375,299.8906,299.3052,299.7075
1724399439.5954323,298.375,299.8908,299.306,299.707
1724399441.4307349,298.3732,299.8896,299.3053,299.707
1724399443.2631695,298.3749,299.8909,299.306,299.707
1724399445.0961466,298.3729,299.8885,299.3057,299.7076
1724399446.9340277,298.375,299.8888,299.3059,299.7074
1724399448.7662091,298.3752,299.891,299.3052,299.7068
1724399450.6032493,298.374,299.8888,299.3053,299.7066
1724399452.4227788,298.3751,299.8902,299.3053,299.7067
1724399454.258089,298.3725,299.8903,299.3052,299.7074
1724399456.0928273,298.374,299.8915,299.306,299.7071
1724399457.9165163,298.3745,299.8915,299.3052,299.7069
1724399459.7526073,298.3732,299.8892,299.3048,299.7073
1724399461.590763,298.3732,299.8906,299.3052,299.7074
1724399463.4231868,298.3728,299.8912,299.3059,299.7074
1724399465.2449737,298.3737,299.8909,299.3058,299.7068
1724399467.0821257,298.3741,299.8888,299.3059,299.7072
1724399468.9006097,298.3729,299.8904,299.3052,299.7073
1724399470.7328255,298.3732,299.8909,299.3049,299.7078
1724399472.5536206,298.3734,299.8907,299.3052,299.7067
1724399474.4017835,298.3749,299.8897,299.3058,299.7073
1724399476.2367692,298.375,299.8918,299.3052,299.7073
1724399478.0693235,298.3741,299.8898,299.3055,299.7073
1724399479.8917737,298.3736,299.891,299.3059,299.7074
1724399481.7308037,298.3742,299.8902,299.3059,299.7073
1724399483.5581622,298.3745,299.8906,299.306,299.7073
1724399485.4004853,298.3741,299.8912,299.305,299.7074
1724399487.2230027,298.3741,299.8904,299.3054,299.7078
1724399489.0461664,298.3737,299.8914,299.3057,299.7078
1724399490.884188,298.3737,299.8896,299.3059,299.7076
1724399492.7204485,298.3745,299.8907,299.3057,299.7071
1724399494.5490081,298.3758,299.8914,299.306,299.7075
1724399496.3836534,298.3739,299.8899,299.306,299.7074
1724399498.2144015,298.3744,299.8897,299.3057,299.7074
1724399500.0495324,298.3713,299.8897,299.3052,299.7075
1724399501.8725088,298.3758,299.8917,299.3059,299.7078
1724399503.6955893,298.3742,299.8916,299.3056,299.7074
1724399505.5183618,298.3752,299.891,299.3049,299.708
